RA,STATE,AGE5P,AGE5P_RA,INGP,IEO,ENGLP,OCCP,N
3,2,1,3,0,1,1,3,196
3,2,1,3,0,1,1,4,11
3,2,1,3,0,1,1,5,10
3,2,1,3,0,1,1,6,62
3,2,1,3,0,1,1,7,41
3,2,1,3,0,1,1,8,132
3,2,1,3,0,1,1,9,314
3,2,1,3,0,1,2,10,0
3,2,1,3,0,1,2,1,0
3,2,1,3,0,1,2,2,0
3,2,1,3,0,1,2,3,7
3,2,1,3,0,1,2,4,0
3,2,1,3,0,1,2,5,0
3,2,1,3,0,1,2,6,0
3,2,1,3,0,1,2,7,0
3,2,1,3,0,1,2,8,0
3,2,1,3,0,1,2,9,4
3,2,1,3,0,1,3,10,0
3,2,1,3,0,1,3,1,0
3,2,1,3,0,1,3,2,0
3,2,1,3,0,1,3,3,0
3,2,1,3,0,1,3,4,0
3,2,1,3,0,1,3,5,0
3,2,1,3,0,1,3,6,0
3,2,1,3,0,1,3,7,0
3,2,1,3,0,1,3,8,6
3,2,1,3,0,1,3,9,3
3,2,1,3,0,2,4,10,0
3,2,1,3,0,2,4,1,0
3,2,1,3,0,2,4,2,0
3,2,1,3,0,2,4,3,0
3,2,1,3,0,2,4,4,0
3,2,1,3,0,2,4,5,0
3,2,1,3,0,2,4,6,0
3,2,1,3,0,2,4,7,0
3,2,1,3,0,2,4,8,6
3,2,1,3,0,2,4,9,0
3,2,1,3,0,2,1,10,9
3,2,1,3,0,2,1,1,12
3,2,1,3,0,2,1,2,5
3,2,1,3,0,2,1,3,198
3,2,1,3,0,2,1,4,24
3,2,1,3,0,2,1,5,12
3,2,1,3,0,2,1,6,58
3,2,1,3,0,2,1,7,33
3,2,1,3,0,2,1,8,125
3,2,1,3,0,2,1,9,231
3,2,1,3,0,2,2,10,0
3,2,1,3,0,2,2,1,0
3,2,1,3,0,2,2,2,0
3,2,1,3,0,2,2,3,4
3,2,1,3,0,2,2,4,0
3,2,1,3,0,2,2,5,0
3,2,1,3,0,2,2,6,0
3,2,1,3,0,2,2,7,0
3,2,1,3,0,2,2,8,0
3,2,1,3,0,2,2,9,5
3,2,1,3,0,2,3,10,0
3,2,1,3,0,2,3,1,0
3,2,1,3,0,2,3,2,0
3,2,1,3,0,2,3,3,0
3,2,1,3,0,2,3,4,0
3,2,1,3,0,2,3,5,0
3,2,1,3,0,2,3,6,0
3,2,1,3,0,2,3,7,0
3,2,1,3,0,2,3,8,0
3,2,1,3,0,2,3,9,0
3,2,1,3,0,3,4,10,0
3,2,1,3,0,3,4,1,0
3,2,1,3,0,3,4,2,0
3,2,1,3,0,3,4,3,0
3,2,1,3,0,3,4,4,0
3,2,1,3,0,3,4,5,0
3,2,1,3,0,3,4,6,0
3,2,1,3,0,3,4,7,0
3,2,1,3,0,3,4,8,0
3,2,1,3,0,3,4,9,0
3,2,1,3,0,3,1,10,5
3,2,1,3,0,3,1,1,7
3,2,1,3,0,3,1,2,11
3,2,1,3,0,3,1,3,153
3,2,1,3,0,3,1,4,15
3,2,1,3,0,3,1,5,6
3,2,1,3,0,3,1,6,41
3,2,1,3,0,3,1,7,14
3,2,1,3,0,3,1,8,103
3,2,1,3,0,3,1,9,153
3,2,1,3,0,3,2,10,0
3,2,1,3,0,3,2,1,0
3,2,1,3,0,3,2,2,0
3,2,1,3,0,3,2,3,0
3,2,1,3,0,3,2,4,0
3,2,1,3,0,3,2,5,0
3,2,1,3,0,3,2,6,0
3,2,1,3,0,3,2,7,0
3,2,1,3,0,3,2,8,0
3,2,1,3,0,3,2,9,10
3,2,1,3,0,3,3,10,0
3,2,1,3,0,3,3,1,0
3,2,1,3,0,3,3,2,0
3,2,1,3,0,3,3,3,0
3,2,1,3,0,3,3,4,0
3,2,1,3,0,3,3,5,0
3,2,1,3,0,3,3,6,0
3,2,1,3,0,3,3,7,0
3,2,1,3,0,3,3,8,0
3,2,1,3,0,3,3,9,0
3,2,1,3,0,4,4,10,0
3,2,1,3,0,4,4,1,0
3,2,1,3,0,4,4,2,0
3,2,1,3,0,4,4,3,0
3,2,1,3,0,4,4,4,0
3,2,1,3,0,4,4,5,0
3,2,1,3,0,4,4,6,0
3,2,1,3,0,4,4,7,0
3,2,1,3,0,4,4,8,0
3,2,1,3,0,4,4,9,0
3,2,1,3,0,4,1,10,5
3,2,1,3,0,4,1,1,12
3,2,1,3,0,4,1,2,3
3,2,1,3,0,4,1,3,107
3,2,1,3,0,4,1,4,15
3,2,1,3,0,4,1,5,3
3,2,1,3,0,4,1,6,37
3,2,1,3,0,4,1,7,18
3,2,1,3,0,4,1,8,55
3,2,1,3,0,4,1,9,144
3,2,1,3,0,4,2,10,0
3,2,1,3,0,4,2,1,0
3,2,1,3,0,4,2,2,0
3,2,1,3,0,4,2,3,0
3,2,1,3,0,4,2,4,0
3,2,1,3,0,4,2,5,0
3,2,1,3,0,4,2,6,0
3,2,1,3,0,4,2,7,0
3,2,1,3,0,4,2,8,0
3,2,1,3,0,4,2,9,5
3,2,1,3,0,4,3,10,0
3,2,1,3,0,4,3,1,0
3,2,1,3,0,4,3,2,0
3,2,1,3,0,4,3,3,0
3,2,1,3,0,4,3,4,0
3,2,1,3,0,4,3,5,0
3,2,1,3,0,4,3,6,0
3,2,1,3,0,4,3,7,0
3,2,1,3,0,4,3,8,0
3,2,1,3,0,4,3,9,5
3,2,1,3,0,5,4,10,0
3,2,1,3,0,5,4,1,0
3,2,1,3,0,5,4,2,0
3,2,1,3,0,5,4,3,0
3,2,1,3,0,5,4,4,0
3,2,1,3,0,5,4,5,0
3,2,1,3,0,5,4,6,0
3,2,1,3,0,5,4,7,0
3,2,1,3,0,5,4,8,0
3,2,1,3,0,5,4,9,0
3,2,1,3,0,5,1,10,8
3,2,1,3,0,5,1,1,12
3,2,1,3,0,5,1,2,8
3,2,1,3,0,5,1,3,99
3,2,1,3,0,5,1,4,14
3,2,1,3,0,5,1,5,4
3,2,1,3,0,5,1,6,33
3,2,1,3,0,5,1,7,19
3,2,1,3,0,5,1,8,87
3,2,1,3,0,5,1,9,123
3,2,1,3,0,5,2,10,0
3,2,1,3,0,5,2,1,0
3,2,1,3,0,5,2,2,0
3,2,1,3,0,5,2,3,7
3,2,1,3,0,5,2,4,0
3,2,1,3,0,5,2,5,0
3,2,1,3,0,5,2,6,0
3,2,1,3,0,5,2,7,0
3,2,1,3,0,5,2,8,0
3,2,1,3,0,5,2,9,0
3,2,1,3,0,5,3,10,0
3,2,1,3,0,5,3,1,0
3,2,1,3,0,5,3,2,0
3,2,1,3,0,5,3,3,0
3,2,1,3,0,5,3,4,0
3,2,1,3,0,5,3,5,0
3,2,1,3,0,5,3,6,0
3,2,1,3,0,5,3,7,0
3,2,1,3,0,5,3,8,0
3,2,1,3,0,5,3,9,0
3,2,1,3,0,6,4,10,0
3,2,1,3,0,6,4,1,0
3,2,1,3,0,6,4,2,0
3,2,1,3,0,6,4,3,0
3,2,1,3,0,6,4,4,0
3,2,1,3,0,6,4,5,0
3,2,1,3,0,6,4,6,0
3,2,1,3,0,6,4,7,0
3,2,1,3,0,6,4,8,0
3,2,1,3,0,6,4,9,0
3,2,1,3,0,6,1,10,4
3,2,1,3,0,6,1,1,16
3,2,1,3,0,6,1,2,6
3,2,1,3,0,6,1,3,129
3,2,1,3,0,6,1,4,11
3,2,1,3,0,6,1,5,5
3,2,1,3,0,6,1,6,31
3,2,1,3,0,6,1,7,24
3,2,1,3,0,6,1,8,87
3,2,1,3,0,6,1,9,153
3,2,1,3,0,6,2,10,0
3,2,1,3,0,6,2,1,0
3,2,1,3,0,6,2,2,0
3,2,1,3,0,6,2,3,0
3,2,1,3,0,6,2,4,6
3,2,1,3,0,6,2,5,0
3,2,1,3,0,6,2,6,0
3,2,1,3,0,6,2,7,0
3,2,1,3,0,6,2,8,0
3,2,1,3,0,6,2,9,5
3,2,1,3,0,6,3,10,0
3,2,1,3,0,6,3,1,0
3,2,1,3,0,6,3,2,0
3,2,1,3,0,6,3,3,0
3,2,1,3,0,6,3,4,0
3,2,1,3,0,6,3,5,0
3,2,1,3,0,6,3,6,0
3,2,1,3,0,6,3,7,0
3,2,1,3,0,6,3,8,0
3,2,1,3,0,6,3,9,6
3,2,1,3,0,7,4,10,0
3,2,1,3,0,7,4,1,0
3,2,1,3,0,7,4,2,0
3,2,1,3,0,7,4,3,0
3,2,1,3,0,7,4,4,0
3,2,1,3,0,7,4,5,0
3,2,1,3,0,7,4,6,0
3,2,1,3,0,7,4,7,0
3,2,1,3,0,7,4,8,0
3,2,1,3,0,7,4,9,0
3,2,1,3,0,7,1,10,7
3,2,1,3,0,7,1,1,23
3,2,1,3,0,7,1,2,6
3,2,1,3,0,7,1,3,106
3,2,1,3,0,7,1,4,16
3,2,1,3,0,7,1,5,4
3,2,1,3,0,7,1,6,26
3,2,1,3,0,7,1,7,25
3,2,1,3,0,7,1,8,65
3,2,1,3,0,7,1,9,132
3,2,1,3,0,7,2,10,0
3,2,1,3,0,7,2,1,0
3,2,1,3,0,7,2,2,0
3,2,1,3,0,7,2,3,0
3,2,1,3,0,7,2,4,0
3,2,1,3,0,7,2,5,0
3,2,1,3,0,7,2,6,0
3,2,1,3,0,7,2,7,0
3,2,1,3,0,7,2,8,0
3,2,1,3,0,7,2,9,0
3,2,1,3,0,7,3,10,0
3,2,1,3,0,7,3,1,0
3,2,1,3,0,7,3,2,0
3,2,1,3,0,7,3,3,0
3,2,1,3,0,7,3,4,0
3,2,1,3,0,7,3,5,0
3,2,1,3,0,7,3,6,0
3,2,1,3,0,7,3,7,0
3,2,1,3,0,7,3,8,0
3,2,1,3,0,7,3,9,0
3,2,1,3,0,8,4,10,0
3,2,1,3,0,8,4,1,0
3,2,1,3,0,8,4,2,0
3,2,1,3,0,8,4,3,0
3,2,1,3,0,8,4,4,0
3,2,1,3,0,8,4,5,0
3,2,1,3,0,8,4,6,0
3,2,1,3,0,8,4,7,0
3,2,1,3,0,8,4,8,0
3,2,1,3,0,8,4,9,0
3,2,1,3,0,8,1,10,0
3,2,1,3,0,8,1,1,13
3,2,1,3,0,8,1,2,0
3,2,1,3,0,8,1,3,40
3,2,1,3,0,8,1,4,11
3,2,1,3,0,8,1,5,0
3,2,1,3,0,8,1,6,9
3,2,1,3,0,8,1,7,8
3,2,1,3,0,8,1,8,52
3,2,1,3,0,8,1,9,63
3,2,1,3,0,8,2,10,0
3,2,1,3,0,8,2,1,0
3,2,1,3,0,8,2,2,0
3,2,1,3,0,8,2,3,0
3,2,1,3,0,8,2,4,0
3,2,1,3,0,8,2,5,0
3,2,1,3,0,8,2,6,0
3,2,1,3,0,8,2,7,0
3,2,1,3,0,8,2,8,0
3,2,1,3,0,8,2,9,0
3,2,1,3,0,8,3,10,0
3,2,1,3,0,8,3,1,0
3,2,1,3,0,8,3,2,0
3,2,1,3,0,8,3,3,0
3,2,1,3,0,8,3,4,0
3,2,1,3,0,8,3,5,0
3,2,1,3,0,8,3,6,0
3,2,1,3,0,8,3,7,0
3,2,1,3,0,8,3,8,0
3,2,1,3,0,8,3,9,0
3,2,1,3,0,9,4,10,0
3,2,1,3,0,9,4,1,0
3,2,1,3,0,9,4,2,0
3,2,1,3,0,9,4,3,0
3,2,1,3,0,9,4,4,0
3,2,1,3,0,9,4,5,0
3,2,1,3,0,9,4,6,0
3,2,1,3,0,9,4,7,0
3,2,1,3,0,9,4,8,0
3,2,1,3,0,9,4,9,0
3,2,1,3,0,9,1,10,0
3,2,1,3,0,9,1,1,10
3,2,1,3,0,9,1,2,0
3,2,1,3,0,9,1,3,13
3,2,1,3,0,9,1,4,0
3,2,1,3,0,9,1,5,0
3,2,1,3,0,9,1,6,3
3,2,1,3,0,9,1,7,5
3,2,1,3,0,9,1,8,19
3,2,1,3,0,9,1,9,20
3,2,1,3,0,9,2,10,0
3,2,1,3,0,9,2,1,0
3,2,1,3,0,9,2,2,0
3,2,1,3,0,9,2,3,0
3,2,1,3,0,9,2,4,0
3,2,1,3,0,9,2,5,0
3,2,1,3,0,9,2,6,0
3,2,1,3,0,9,2,7,0
3,2,1,3,0,9,2,8,0
3,2,1,3,0,9,2,9,0
3,2,1,3,0,9,3,10,0
3,2,1,3,0,9,3,1,0
3,2,1,3,0,9,3,2,0
3,2,1,3,0,9,3,3,0
3,2,1,3,0,9,3,4,0
3,2,1,3,0,9,3,5,0
3,2,1,3,0,9,3,6,0
3,2,1,3,0,9,3,7,0
3,2,1,3,0,9,3,8,0
3,2,1,3,0,9,3,9,0
3,2,1,3,0,10,4,10,0
3,2,1,3,0,10,4,1,0
3,2,1,3,0,10,4,2,0
3,2,1,3,0,10,4,3,0
3,2,1,3,0,10,4,4,0
3,2,1,3,0,10,4,5,0
3,2,1,3,0,10,4,6,0
3,2,1,3,0,10,4,7,0
3,2,1,3,0,10,4,8,0
3,2,1,3,0,10,4,9,0
3,2,1,3,0,10,1,10,0
3,2,1,3,0,10,1,1,0
3,2,1,3,0,10,1,2,0
3,2,1,3,0,10,1,3,0
3,2,1,3,0,10,1,4,0
3,2,1,3,0,10,1,5,0
3,2,1,3,0,10,1,6,0
3,2,1,3,0,10,1,7,0
3,2,1,3,0,10,1,8,0
3,2,1,3,0,10,1,9,0
3,2,1,3,0,10,2,10,0
3,2,1,3,0,10,2,1,0
3,2,1,3,0,10,2,2,0
3,2,1,3,0,10,2,3,0
3,2,1,3,0,10,2,4,0
3,2,1,3,0,10,2,5,0
3,2,1,3,0,10,2,6,0
3,2,1,3,0,10,2,7,0
3,2,1,3,0,10,2,8,0
3,2,1,3,0,10,2,9,0
3,2,1,3,0,10,3,10,0
3,2,1,3,0,10,3,1,0
3,2,1,3,0,10,3,2,0
3,2,1,3,0,10,3,3,0
3,2,1,3,0,10,3,4,0
3,2,1,3,0,10,3,5,0
3,2,1,3,0,10,3,6,0
3,2,1,3,0,10,3,7,0
3,2,1,3,0,10,3,8,0
3,2,1,3,0,10,3,9,0
3,2,1,3,1,1,4,10,0
3,2,1,3,1,1,4,1,0
3,2,1,3,1,1,4,2,0
3,2,1,3,1,1,4,3,0
3,2,1,3,1,1,4,4,0
3,2,1,3,1,1,4,5,0
3,2,1,3,1,1,4,6,0
3,2,1,3,1,1,4,7,0
3,2,1,3,1,1,4,8,0
3,2,1,3,1,1,4,9,0
3,2,1,3,1,1,1,10,0
3,2,1,3,1,1,1,1,0
3,2,1,3,1,1,1,2,0
3,2,1,3,1,1,1,3,19
3,2,1,3,1,1,1,4,3
3,2,1,3,1,1,1,5,0
3,2,1,3,1,1,1,6,7
3,2,1,3,1,1,1,7,7
3,2,1,3,1,1,1,8,26
3,2,1,3,1,1,1,9,159
3,2,1,3,1,1,2,10,0
3,2,1,3,1,1,2,1,0
3,2,1,3,1,1,2,2,0
3,2,1,3,1,1,2,3,0
3,2,1,3,1,1,2,4,0
3,2,1,3,1,1,2,5,0
3,2,1,3,1,1,2,6,0
3,2,1,3,1,1,2,7,0
3,2,1,3,1,1,2,8,0
3,2,1,3,1,1,2,9,0
3,2,1,3,1,1,3,10,0
3,2,1,3,1,1,3,1,0
3,2,1,3,1,1,3,2,0
3,2,1,3,1,1,3,3,0
3,2,1,3,1,1,3,4,0
3,2,1,3,1,1,3,5,0
3,2,1,3,1,1,3,6,0
3,2,1,3,1,1,3,7,0
3,2,1,3,1,1,3,8,0
3,2,1,3,1,1,3,9,0
3,2,1,3,1,2,4,10,0
3,2,1,3,1,2,4,1,0
3,2,1,3,1,2,4,2,0
3,2,1,3,1,2,4,3,0
3,2,1,3,1,2,4,4,0
3,2,1,3,1,2,4,5,0
3,2,1,3,1,2,4,6,0
3,2,1,3,1,2,4,7,0
3,2,1,3,1,2,4,8,0
3,2,1,3,1,2,4,9,0
3,2,1,3,1,2,1,10,9
3,2,1,3,1,2,1,1,0
3,2,1,3,1,2,1,2,0
3,2,1,3,1,2,1,3,8
3,2,1,3,1,2,1,4,7
3,2,1,3,1,2,1,5,0
3,2,1,3,1,2,1,6,3
3,2,1,3,1,2,1,7,3
3,2,1,3,1,2,1,8,18
3,2,1,3,1,2,1,9,58
3,2,1,3,1,2,2,10,0
3,2,1,3,1,2,2,1,0
3,2,1,3,1,2,2,2,0
3,2,1,3,1,2,2,3,0
3,2,1,3,1,2,2,4,0
3,2,1,3,1,2,2,5,0
3,2,1,3,1,2,2,6,0
3,2,1,3,1,2,2,7,0
3,2,1,3,1,2,2,8,0
3,2,1,3,1,2,2,9,6
3,2,1,3,1,2,3,10,0
3,2,1,3,1,2,3,1,0
3,2,1,3,1,2,3,2,0
3,2,1,3,1,2,3,3,0
3,2,1,3,1,2,3,4,0
3,2,1,3,1,2,3,5,0
3,2,1,3,1,2,3,6,0
3,2,1,3,1,2,3,7,0
3,2,1,3,1,2,3,8,0
3,2,1,3,1,2,3,9,0
3,2,1,3,1,3,4,10,0
3,2,1,3,1,3,4,1,0
3,2,1,3,1,3,4,2,0
3,2,1,3,1,3,4,3,0
3,2,1,3,1,3,4,4,0
3,2,1,3,1,3,4,5,0
3,2,1,3,1,3,4,6,0
3,2,1,3,1,3,4,7,0
3,2,1,3,1,3,4,8,0
3,2,1,3,1,3,4,9,0
3,2,1,3,1,3,1,10,0
3,2,1,3,1,3,1,1,5
3,2,1,3,1,3,1,2,0
3,2,1,3,1,3,1,3,12
3,2,1,3,1,3,1,4,4
3,2,1,3,1,3,1,5,0
3,2,1,3,1,3,1,6,4
3,2,1,3,1,3,1,7,5
3,2,1,3,1,3,1,8,3
3,2,1,3,1,3,1,9,41
3,2,1,3,1,3,2,10,0
3,2,1,3,1,3,2,1,0
3,2,1,3,1,3,2,2,0
3,2,1,3,1,3,2,3,0
3,2,1,3,1,3,2,4,0
3,2,1,3,1,3,2,5,0
3,2,1,3,1,3,2,6,0
3,2,1,3,1,3,2,7,0
3,2,1,3,1,3,2,8,0
3,2,1,3,1,3,2,9,0
3,2,1,3,1,3,3,10,0
3,2,1,3,1,3,3,1,0
3,2,1,3,1,3,3,2,0
3,2,1,3,1,3,3,3,0
3,2,1,3,1,3,3,4,0
3,2,1,3,1,3,3,5,0
3,2,1,3,1,3,3,6,0
3,2,1,3,1,3,3,7,0
3,2,1,3,1,3,3,8,0
3,2,1,3,1,3,3,9,0
3,2,1,3,1,4,4,10,0
3,2,1,3,1,4,4,1,0
3,2,1,3,1,4,4,2,0
3,2,1,3,1,4,4,3,0
3,2,1,3,1,4,4,4,0
3,2,1,3,1,4,4,5,0
3,2,1,3,1,4,4,6,0
3,2,1,3,1,4,4,7,0
3,2,1,3,1,4,4,8,0
3,2,1,3,1,4,4,9,0
3,2,1,3,1,4,1,10,0
3,2,1,3,1,4,1,1,0
3,2,1,3,1,4,1,2,0
3,2,1,3,1,4,1,3,7
3,2,1,3,1,4,1,4,0
3,2,1,3,1,4,1,5,6
3,2,1,3,1,4,1,6,0
3,2,1,3,1,4,1,7,4
3,2,1,3,1,4,1,8,8
3,2,1,3,1,4,1,9,16
3,2,1,3,1,4,2,10,0
3,2,1,3,1,4,2,1,0
3,2,1,3,1,4,2,2,0
3,2,1,3,1,4,2,3,0
3,2,1,3,1,4,2,4,0
3,2,1,3,1,4,2,5,0
3,2,1,3,1,4,2,6,0
3,2,1,3,1,4,2,7,0
3,2,1,3,1,4,2,8,0
3,2,1,3,1,4,2,9,0
3,2,1,3,1,4,3,10,0
3,2,1,3,1,4,3,1,0
3,2,1,3,1,4,3,2,0
3,2,1,3,1,4,3,3,0
3,2,1,3,1,4,3,4,0
3,2,1,3,1,4,3,5,0
3,2,1,3,1,4,3,6,0
3,2,1,3,1,4,3,7,0
3,2,1,3,1,4,3,8,0
3,2,1,3,1,4,3,9,0
3,2,1,3,1,5,4,10,0
3,2,1,3,1,5,4,1,0
3,2,1,3,1,5,4,2,0
3,2,1,3,1,5,4,3,0
3,2,1,3,1,5,4,4,0
3,2,1,3,1,5,4,5,0
3,2,1,3,1,5,4,6,0
3,2,1,3,1,5,4,7,0
3,2,1,3,1,5,4,8,0
3,2,1,3,1,5,4,9,0
3,2,1,3,1,5,1,10,0
3,2,1,3,1,5,1,1,4
3,2,1,3,1,5,1,2,0
3,2,1,3,1,5,1,3,5
3,2,1,3,1,5,1,4,0
3,2,1,3,1,5,1,5,0
3,2,1,3,1,5,1,6,6
3,2,1,3,1,5,1,7,0
3,2,1,3,1,5,1,8,3
3,2,1,3,1,5,1,9,15
3,2,1,3,1,5,2,10,0
3,2,1,3,1,5,2,1,0
3,2,1,3,1,5,2,2,0
3,2,1,3,1,5,2,3,0
3,2,1,3,1,5,2,4,0
3,2,1,3,1,5,2,5,0
3,2,1,3,1,5,2,6,0
3,2,1,3,1,5,2,7,0
3,2,1,3,1,5,2,8,0
3,2,1,3,1,5,2,9,0
3,2,1,3,1,5,3,10,0
3,2,1,3,1,5,3,1,0
3,2,1,3,1,5,3,2,0
3,2,1,3,1,5,3,3,0
3,2,1,3,1,5,3,4,0
3,2,1,3,1,5,3,5,0
3,2,1,3,1,5,3,6,0
3,2,1,3,1,5,3,7,0
3,2,1,3,1,5,3,8,0
3,2,1,3,1,5,3,9,0
3,2,1,3,1,6,4,10,0
3,2,1,3,1,6,4,1,0
3,2,1,3,1,6,4,2,0
3,2,1,3,1,6,4,3,0
3,2,1,3,1,6,4,4,0
3,2,1,3,1,6,4,5,0
3,2,1,3,1,6,4,6,0
3,2,1,3,1,6,4,7,0
3,2,1,3,1,6,4,8,0
3,2,1,3,1,6,4,9,0
3,2,1,3,1,6,1,10,0
3,2,1,3,1,6,1,1,0
3,2,1,3,1,6,1,2,0
3,2,1,3,1,6,1,3,0
3,2,1,3,1,6,1,4,0
3,2,1,3,1,6,1,5,0
3,2,1,3,1,6,1,6,0
3,2,1,3,1,6,1,7,0
3,2,1,3,1,6,1,8,5
3,2,1,3,1,6,1,9,15
3,2,1,3,1,6,2,10,0
3,2,1,3,1,6,2,1,0
3,2,1,3,1,6,2,2,0
3,2,1,3,1,6,2,3,0
3,2,1,3,1,6,2,4,0
3,2,1,3,1,6,2,5,0
3,2,1,3,1,6,2,6,0
3,2,1,3,1,6,2,7,0
3,2,1,3,1,6,2,8,0
3,2,1,3,1,6,2,9,0
3,2,1,3,1,6,3,10,0
3,2,1,3,1,6,3,1,0
3,2,1,3,1,6,3,2,0
3,2,1,3,1,6,3,3,0
3,2,1,3,1,6,3,4,0
3,2,1,3,1,6,3,5,0
3,2,1,3,1,6,3,6,0
3,2,1,3,1,6,3,7,0
3,2,1,3,1,6,3,8,0
3,2,1,3,1,6,3,9,0
3,2,1,3,1,7,4,10,0
3,2,1,3,1,7,4,1,0
3,2,1,3,1,7,4,2,0
3,2,1,3,1,7,4,3,0
3,2,1,3,1,7,4,4,0
3,2,1,3,1,7,4,5,0
3,2,1,3,1,7,4,6,0
3,2,1,3,1,7,4,7,0
3,2,1,3,1,7,4,8,0
3,2,1,3,1,7,4,9,0
3,2,1,3,1,7,1,10,0
3,2,1,3,1,7,1,1,0
3,2,1,3,1,7,1,2,0
3,2,1,3,1,7,1,3,6
3,2,1,3,1,7,1,4,0
3,2,1,3,1,7,1,5,0
3,2,1,3,1,7,1,6,0
3,2,1,3,1,7,1,7,0
3,2,1,3,1,7,1,8,6
3,2,1,3,1,7,1,9,14
3,2,1,3,1,7,2,10,0
3,2,1,3,1,7,2,1,0
3,2,1,3,1,7,2,2,0
3,2,1,3,1,7,2,3,0
3,2,1,3,1,7,2,4,0
3,2,1,3,1,7,2,5,0
3,2,1,3,1,7,2,6,0
3,2,1,3,1,7,2,7,0
3,2,1,3,1,7,2,8,0
3,2,1,3,1,7,2,9,0
3,2,1,3,1,7,3,10,0
3,2,1,3,1,7,3,1,0
3,2,1,3,1,7,3,2,0
3,2,1,3,1,7,3,3,0
3,2,1,3,1,7,3,4,0
3,2,1,3,1,7,3,5,0
3,2,1,3,1,7,3,6,0
3,2,1,3,1,7,3,7,0
3,2,1,3,1,7,3,8,0
3,2,1,3,1,7,3,9,0
3,2,1,3,1,8,4,10,0
3,2,1,3,1,8,4,1,0
3,2,1,3,1,8,4,2,0
3,2,1,3,1,8,4,3,0
3,2,1,3,1,8,4,4,0
3,2,1,3,1,8,4,5,0
3,2,1,3,1,8,4,6,0
3,2,1,3,1,8,4,7,0
3,2,1,3,1,8,4,8,0
3,2,1,3,1,8,4,9,0
3,2,1,3,1,8,1,10,0
3,2,1,3,1,8,1,1,0
3,2,1,3,1,8,1,2,0
3,2,1,3,1,8,1,3,0
3,2,1,3,1,8,1,4,0
3,2,1,3,1,8,1,5,0
3,2,1,3,1,8,1,6,0
3,2,1,3,1,8,1,7,0
3,2,1,3,1,8,1,8,0
3,2,1,3,1,8,1,9,8
3,2,1,3,1,8,2,10,0
3,2,1,3,1,8,2,1,0
3,2,1,3,1,8,2,2,0
3,2,1,3,1,8,2,3,0
3,2,1,3,1,8,2,4,0
3,2,1,3,1,8,2,5,0
3,2,1,3,1,8,2,6,0
3,2,1,3,1,8,2,7,0
3,2,1,3,1,8,2,8,0
3,2,1,3,1,8,2,9,0
3,2,1,3,1,8,3,10,0
3,2,1,3,1,8,3,1,0
3,2,1,3,1,8,3,2,0
3,2,1,3,1,8,3,3,0
3,2,1,3,1,8,3,4,0
3,2,1,3,1,8,3,5,0
3,2,1,3,1,8,3,6,0
3,2,1,3,1,8,3,7,0
3,2,1,3,1,8,3,8,0
3,2,1,3,1,8,3,9,0
3,2,1,3,1,9,4,10,0
3,2,1,3,1,9,4,1,0
3,2,1,3,1,9,4,2,0
3,2,1,3,1,9,4,3,0
3,2,1,3,1,9,4,4,0
3,2,1,3,1,9,4,5,0
3,2,1,3,1,9,4,6,0
3,2,1,3,1,9,4,7,0
3,2,1,3,1,9,4,8,0
3,2,1,3,1,9,4,9,0
3,2,1,3,1,9,1,10,0
3,2,1,3,1,9,1,1,0
3,2,1,3,1,9,1,2,0
3,2,1,3,1,9,1,3,0
3,2,1,3,1,9,1,4,0
3,2,1,3,1,9,1,5,0
3,2,1,3,1,9,1,6,0
3,2,1,3,1,9,1,7,0
3,2,1,3,1,9,1,8,0
3,2,1,3,1,9,1,9,4
3,2,1,3,1,9,2,10,0
3,2,1,3,1,9,2,1,0
3,2,1,3,1,9,2,2,0
3,2,1,3,1,9,2,3,0
3,2,1,3,1,9,2,4,0
3,2,1,3,1,9,2,5,0
3,2,1,3,1,9,2,6,0
3,2,1,3,1,9,2,7,0
3,2,1,3,1,9,2,8,0
3,2,1,3,1,9,2,9,0
3,2,1,3,1,9,3,10,0
3,2,1,3,1,9,3,1,0
3,2,1,3,1,9,3,2,0
3,2,1,3,1,9,3,3,0
3,2,1,3,1,9,3,4,0
3,2,1,3,1,9,3,5,0
3,2,1,3,1,9,3,6,0
3,2,1,3,1,9,3,7,0
3,2,1,3,1,9,3,8,0
3,2,1,3,1,9,3,9,0
3,2,1,3,1,10,4,10,0
3,2,1,3,1,10,4,1,0
3,2,1,3,1,10,4,2,0
3,2,1,3,1,10,4,3,0
3,2,1,3,1,10,4,4,0
3,2,1,3,1,10,4,5,0
3,2,1,3,1,10,4,6,0
3,2,1,3,1,10,4,7,0
3,2,1,3,1,10,4,8,0
3,2,1,3,1,10,4,9,0
3,2,1,3,1,10,1,10,0
3,2,1,3,1,10,1,1,0
3,2,1,3,1,10,1,2,0
3,2,1,3,1,10,1,3,0
3,2,1,3,1,10,1,4,0
3,2,1,3,1,10,1,5,0
3,2,1,3,1,10,1,6,0
3,2,1,3,1,10,1,7,0
3,2,1,3,1,10,1,8,0
3,2,1,3,1,10,1,9,0
3,2,1,3,1,10,2,10,0
3,2,1,3,1,10,2,1,0
3,2,1,3,1,10,2,2,0
3,2,1,3,1,10,2,3,0
3,2,1,3,1,10,2,4,0
3,2,1,3,1,10,2,5,0
3,2,1,3,1,10,2,6,0
3,2,1,3,1,10,2,7,0
